Order ID,Customer Name,Product Name,Discount,Actual Discount,Sales,Profit,Quantity,Category,Sub-Category,Order Date,City,Country,Region,Segment,Ship Date,Days to Ship,Ship Mode,State
AZ-2013-1317735,Kayla Ronald,"Brother Fax and Copier, High-Speed",0,0,1707,341,9,Technology,Copiers,09-10-2015,Harrogate,United Kingdom,North,Corporate,13-10-2015,4,Economy,England
AZ-2013-424654,Tyson Hanna,"Cisco Office Telephone, Full Size",0,0,164,31,2,Technology,Phones,09-10-2015,Runcorn,United Kingdom,North,Consumer,16-10-2015,7,Economy,England
BN-2013-2588194,Jared Wurster,"Binney & Smith Highlighters, Fluorescent",0.5,13.5,27,-23,3,Office Supplies,Art,10-10-2015,Porto,Portugal,South,Consumer,11-10-2015,1,Priority,Porto
BN-2013-2588194,Jared Wurster,"Stockwell Push Pins, 12 Pack",0.5,7,14,-11,2,Office Supplies,Fasteners,10-10-2015,Porto,Portugal,South,Consumer,11-10-2015,1,Priority,Porto
BN-2013-2588194,Jared Wurster,"Panasonic Inkjet, Durable",0.5,234,468,-281,3,Technology,Machines,10-10-2015,Porto,Portugal,South,Consumer,11-10-2015,1,Priority,Porto
AZ-2013-3515290,Rory Martindale,"Sauder Floating Shelf Set, Mobile",0,0,394,146,2,Furniture,Bookcases,10-10-2015,Eastbourne,United Kingdom,North,Consumer,15-10-2015,5,Economy,England
AZ-2013-3515290,Rory Martindale,"Sanford Sketch Pad, Water Color",0,0,292,137,6,Office Supplies,Art,10-10-2015,Eastbourne,United Kingdom,North,Consumer,15-10-2015,5,Economy,England
AZ-2013-5227622,Mark Burkett,"Ikea Corner Shelving, Traditional",0,0,369,140,3,Furniture,Bookcases,11-10-2015,Wakefield,United Kingdom,North,Home Office,14-10-2015,3,Economy Plus,England
AZ-2013-2203861,Alana Zahel,"Sharp Fax and Copier, Color",0.15,43.35,289,116,2,Technology,Copiers,11-10-2015,Annonay,France,Central,Consumer,15-10-2015,4,Economy,Auvergne-Rh么ne-Alpes
BN-2013-6158270,Jade Howe,"Epson Card Printer, Wireless",0.4,285.6,714,-309,7,Technology,Machines,11-10-2015,Milan,Italy,South,Corporate,15-10-2015,4,Economy Plus,Lombardy
AZ-2013-3075168,Zachary Disher,"Harbour Creations Executive Leather Armchair, Black",0,0,947,275,2,Furniture,Chairs,12-10-2015,Great Yarmouth,United Kingdom,North,Consumer,14-10-2015,2,Economy Plus,England
AZ-2013-3075168,Zachary Disher,"Cameo Interoffice Envelope, with clear poly window",0,0,102,5,2,Office Supplies,Envelopes,12-10-2015,Great Yarmouth,United Kingdom,North,Consumer,14-10-2015,2,Economy Plus,England
AZ-2013-3075168,Zachary Disher,"Eldon Lockers, Single Width",0,0,396,194,2,Office Supplies,Storage,12-10-2015,Great Yarmouth,United Kingdom,North,Consumer,14-10-2015,2,Economy Plus,England
AZ-2013-4133988,William Somerville,"Rubbermaid Stacking Tray, Erganomic",0,0,67,0,3,Furniture,Furnishings,12-10-2015,Dorsten,Germany,Central,Corporate,16-10-2015,4,Economy,North Rhine-Westphalia
AZ-2013-4133988,William Somerville,"Barricks Coffee Table, Adjustable Height",0.35,68.95,197,-30,1,Furniture,Tables,12-10-2015,Dorsten,Germany,Central,Corporate,16-10-2015,4,Economy,North Rhine-Westphalia
AZ-2013-1448601,Mark Harris,"Hon Removable Labels, Adjustable",0,0,32,2,3,Office Supplies,Labels,12-10-2015,Berne,Switzerland,Central,Consumer,16-10-2015,4,Economy,Bern
BN-2013-1094038,Isabella Cleary,"Rogers Shelving, Wire Frame",0.4,14.8,37,-6,1,Office Supplies,Storage,12-10-2015,Taranto,Italy,South,Home Office,16-10-2015,4,Economy,Apulia
BN-2013-3350047,Courtney Hancock,"Belkin Router, USB",0,0,1554,730,6,Technology,Accessories,12-10-2015,Neuilly-sur-Seine,France,Central,Consumer,16-10-2015,4,Economy,Ile-de-France
BN-2013-3350047,Courtney Hancock,"Apple Office Telephone, Full Size",0.15,16.95,113,39,2,Technology,Phones,12-10-2015,Neuilly-sur-Seine,France,Central,Consumer,16-10-2015,4,Economy,Ile-de-France
BN-2013-3350047,Courtney Hancock,"Nokia Headset, Full Size",0.15,28.5,190,-29,3,Technology,Phones,12-10-2015,Neuilly-sur-Seine,France,Central,Consumer,16-10-2015,4,Economy,Ile-de-France
AZ-2013-5776875,Kiera Chandler,"Enermax Router, Bluetooth",0,0,1550,139,6,Technology,Accessories,13-10-2015,Valencia,Spain,South,Consumer,13-10-2015,0,Immediate,Valenciana
BN-2013-2633333,Toby Starling,"Ibico Index Tab, Clear",0.5,9,18,-11,4,Office Supplies,Binders,13-10-2015,Porto,Portugal,South,Consumer,17-10-2015,4,Economy,Porto
AZ-2013-186027,Joel McKean,"Fellowes Box, Wire Frame",0.1,5.1,51,20,3,Office Supplies,Storage,13-10-2015,Cuenca,Spain,South,Home Office,18-10-2015,5,Economy,Castile-La Mancha
AZ-2013-8194857,Gabrielle Tulaba,"KitchenAid Toaster, Black",0,0,170,51,2,Office Supplies,Appliances,15-10-2015,Antwerp,Belgium,Central,Consumer,19-10-2015,4,Economy,Antwerp
AZ-2013-8194857,Gabrielle Tulaba,"Xerox Note Cards, Premium",0,0,237,47,9,Office Supplies,Paper,15-10-2015,Antwerp,Belgium,Central,Consumer,19-10-2015,4,Economy,Antwerp
AZ-2013-1372468,Niki Peirce,"SanDisk Message Books, 8.5 x 11",0,0,84,41,3,Office Supplies,Paper,15-10-2015,Valencia,Spain,South,Consumer,19-10-2015,4,Economy Plus,Valenciana
BN-2013-7615077,Robert James,"Tenex Box, Blue",0.4,20,50,-12,5,Office Supplies,Storage,15-10-2015,Modena,Italy,South,Home Office,22-10-2015,7,Economy,Emilia-Romagna
AZ-2013-9263233,Zona Meyer,"Novimex Executive Leather Armchair, Adjustable",0.1,41,410,14,1,Furniture,Chairs,16-10-2015,Aubervilliers,France,Central,Corporate,18-10-2015,2,Economy Plus,Ile-de-France
AZ-2013-5465324,Corey Browne,"Hon Swivel Stool, Adjustable",0.1,29.9,299,10,2,Furniture,Chairs,16-10-2015,Hamburg,Germany,Central,Consumer,21-10-2015,5,Economy,Hamburg
AZ-2013-5465324,Corey Browne,"Eldon Stacking Tray, Durable",0,0,86,18,3,Furniture,Furnishings,16-10-2015,Hamburg,Germany,Central,Consumer,21-10-2015,5,Economy,Hamburg
AZ-2013-5465324,Corey Browne,"Sanford Highlighters, Water Color",0,0,170,61,9,Office Supplies,Art,16-10-2015,Hamburg,Germany,Central,Consumer,21-10-2015,5,Economy,Hamburg
AZ-2013-5465324,Corey Browne,"Sanford Pens, Easy-Erase",0,0,45,10,4,Office Supplies,Art,16-10-2015,Hamburg,Germany,Central,Consumer,21-10-2015,5,Economy,Hamburg
AZ-2013-5465324,Corey Browne,"Stiletto Letter Opener, Easy Grip",0,0,210,40,7,Office Supplies,Supplies,16-10-2015,Hamburg,Germany,Central,Consumer,21-10-2015,5,Economy,Hamburg
BN-2013-1620263,Bradley Howell,"Harbour Creations Removable Labels, Laser Printer Compatible",0.5,7.5,15,-2,3,Office Supplies,Labels,17-10-2015,Heerlen,Netherlands,Central,Corporate,18-10-2015,1,Priority,Limburg
BN-2013-1620263,Bradley Howell,"Fellowes Shelving, Wire Frame",0.5,42.5,85,-15,3,Office Supplies,Storage,17-10-2015,Heerlen,Netherlands,Central,Corporate,18-10-2015,1,Priority,Limburg
AZ-2013-1313420,Gilbert Montgomery,"StarTech Printer, Wireless",0.15,195.9,1306,107,6,Technology,Machines,17-10-2015,Villiers-le-Bel,France,Central,Consumer,19-10-2015,2,Priority,Ile-de-France
AZ-2013-5702872,Joan Douglas,"Memorex Router, Erganomic",0,0,1708,512,7,Technology,Accessories,17-10-2015,Lorca,Spain,South,Corporate,23-10-2015,6,Economy,Murcia
AZ-2013-7312557,Lucas Wood,"BIC Markers, Easy-Erase",0,0,53,15,2,Office Supplies,Art,18-10-2015,Chesterfield,United Kingdom,North,Corporate,23-10-2015,5,Economy Plus,England
AZ-2013-8869856,Joan Douglas,"Smead Box, Single Width",0.1,1,10,2,1,Office Supplies,Storage,19-10-2015,Madrid,Spain,South,Corporate,19-10-2015,0,Immediate,Madrid
AZ-2013-6105265,Aaron Bootman,"HP Personal Copier, Digital",0.15,94.8,632,7,6,Technology,Copiers,19-10-2015,Marseille,France,Central,Consumer,21-10-2015,2,Economy Plus,Provence-Alpes-C么te d'Azur
AZ-2013-6105265,Aaron Bootman,"Epson Calculator, Red",0.15,16.65,111,27,3,Technology,Machines,19-10-2015,Marseille,France,Central,Consumer,21-10-2015,2,Economy Plus,Provence-Alpes-C么te d'Azur
AZ-2013-4187412,Florence Wark,"Enermax Note Cards, Premium",0,0,86,9,3,Office Supplies,Paper,19-10-2015,Seraing,Belgium,Central,Consumer,23-10-2015,4,Economy,Li猫ge
AZ-2013-5292560,Matilda Jackson,"Wilson Jones Hole Reinforcements, Clear",0,0,12,1,3,Office Supplies,Binders,19-10-2015,Elx,Spain,South,Corporate,23-10-2015,4,Economy,Valenciana
AZ-2013-5292560,Matilda Jackson,"Tenex Folders, Single Width",0.1,4.2,42,5,2,Office Supplies,Storage,19-10-2015,Elx,Spain,South,Corporate,23-10-2015,4,Economy,Valenciana
AZ-2013-7735459,Harvey Drozd,"Ames Business Envelopes, Security-Tint",0,0,73,25,5,Office Supplies,Envelopes,19-10-2015,Marseille,France,Central,Consumer,25-10-2015,6,Economy,Provence-Alpes-C么te d'Azur
AZ-2013-2429126,Arnold Jones,"Okidata Phone, White",0,0,426,4,5,Technology,Machines,22-10-2015,Liverpool,United Kingdom,North,Corporate,25-10-2015,3,Priority,England
AZ-2013-2429126,Arnold Jones,"Okidata Printer, Durable",0,0,806,274,3,Technology,Machines,22-10-2015,Liverpool,United Kingdom,North,Corporate,25-10-2015,3,Priority,England
AZ-2013-990166,Toby Starling,"Cardinal Binding Machine, Recycled",0,0,150,32,3,Office Supplies,Binders,23-10-2015,Le Blanc-Mesnil,France,Central,Consumer,23-10-2015,0,Immediate,Ile-de-France
AZ-2013-1245040,Owen Faulkner,"Boston Pencil Sharpener, Water Color",0,0,58,8,2,Office Supplies,Art,24-10-2015,Vienna,Austria,Central,Home Office,25-10-2015,1,Priority,Vienna
AZ-2013-9000546,Aidan Rowe,"Deflect-O Frame, Durable",0,0,321,132,3,Furniture,Furnishings,24-10-2015,Barakaldo,Spain,South,Consumer,28-10-2015,4,Economy,Basque Country
AZ-2013-9000546,Aidan Rowe,"Panasonic Inkjet, Durable",0.1,112.4,1124,125,4,Technology,Machines,24-10-2015,Barakaldo,Spain,South,Consumer,28-10-2015,4,Economy,Basque Country
AZ-2013-890356,Amanda Hutcherson,"Eaton Computer Printout Paper, 8.5 x 11",0,0,123,56,4,Office Supplies,Paper,24-10-2015,Acerra,Italy,South,Corporate,29-10-2015,5,Economy,Campania
AZ-2013-890356,Amanda Hutcherson,"Memorex Router, Programmable",0,0,1239,582,5,Technology,Accessories,24-10-2015,Acerra,Italy,South,Corporate,29-10-2015,5,Economy,Campania
BN-2013-7058258,David Mortlock,"Ibico Index Tab, Economy",0.5,5,10,-3,2,Office Supplies,Binders,25-10-2015,Uithoorn,Netherlands,Central,Consumer,29-10-2015,4,Economy,North Holland
BN-2013-7058258,David Mortlock,"Eldon Trays, Single Width",0.5,12,24,-8,1,Office Supplies,Storage,25-10-2015,Uithoorn,Netherlands,Central,Consumer,29-10-2015,4,Economy,North Holland
BN-2013-7058258,David Mortlock,"Smead Trays, Blue",0.5,133.5,267,-197,11,Office Supplies,Storage,25-10-2015,Uithoorn,Netherlands,Central,Consumer,29-10-2015,4,Economy,North Holland
AZ-2013-3293484,Kai Ford,"Wilson Jones Binding Machine, Durable",0,0,353,7,7,Office Supplies,Binders,25-10-2015,Lyon,France,Central,Corporate,29-10-2015,4,Economy Plus,Auvergne-Rh么ne-Alpes
AZ-2013-6063955,Ramona Hohl,"Sanford Pencil Sharpener, Fluorescent",0,0,103,36,4,Office Supplies,Art,26-10-2015,Palma de Mallorca,Spain,South,Consumer,29-10-2015,3,Economy Plus,Balearic Islands
AZ-2013-6063955,Ramona Hohl,"Canon Ink, Digital",0,0,587,65,4,Technology,Copiers,26-10-2015,Palma de Mallorca,Spain,South,Consumer,29-10-2015,3,Economy Plus,Balearic Islands
AZ-2013-1579210,Harrison Crawford,"Fiskars Box Cutter, Serrated",0,0,193,62,6,Office Supplies,Supplies,26-10-2015,Maidstone,United Kingdom,North,Home Office,31-10-2015,5,Economy,England
AZ-2013-1025501,Samuel Hardey,"Smead File Cart, Industrial",0.1,23.1,231,46,2,Office Supplies,Storage,29-10-2015,Magdeburg,Germany,Central,Home Office,02-11-2015,4,Economy,Saxony-Anhalt
AZ-2013-6141495,Madelyn Anderson,"BIC Pens, Blue",0,0,43,5,3,Office Supplies,Art,29-10-2015,Halesowen,United Kingdom,North,Corporate,03-11-2015,5,Economy Plus,England
AZ-2013-6141495,Madelyn Anderson,"Eldon Lockers, Wire Frame",0,0,591,118,3,Office Supplies,Storage,29-10-2015,Halesowen,United Kingdom,North,Corporate,03-11-2015,5,Economy Plus,England
AZ-2013-6141495,Madelyn Anderson,"Rogers File Cart, Single Width",0,0,425,110,3,Office Supplies,Storage,29-10-2015,Halesowen,United Kingdom,North,Corporate,03-11-2015,5,Economy Plus,England
AZ-2013-3461507,Alexandra Macdonald,"Tenex Folders, Industrial",0.1,8.5,85,-9,4,Office Supplies,Storage,30-10-2015,Fontaine,France,Central,Corporate,01-11-2015,2,Economy Plus,Auvergne-Rh么ne-Alpes
AZ-2013-3461507,Alexandra Macdonald,"Nokia Signal Booster, Cordless",0.15,53.25,355,63,3,Technology,Phones,30-10-2015,Fontaine,France,Central,Corporate,01-11-2015,2,Economy Plus,Auvergne-Rh么ne-Alpes
AZ-2013-6181166,Leo Jenkins,"Cardinal Binder, Recycled",0,0,43,9,3,Office Supplies,Binders,30-10-2015,Glasgow,United Kingdom,North,Home Office,03-11-2015,4,Economy Plus,Scotland
AZ-2013-6181166,Leo Jenkins,"Hewlett Wireless Fax, Digital",0,0,1519,182,4,Technology,Copiers,30-10-2015,Glasgow,United Kingdom,North,Home Office,03-11-2015,4,Economy Plus,Scotland
AZ-2013-6181166,Leo Jenkins,"Konica Calculator, Durable",0,0,104,6,2,Technology,Machines,30-10-2015,Glasgow,United Kingdom,North,Home Office,03-11-2015,4,Economy Plus,Scotland
AZ-2013-9354071,Caitlin Schmidt,"Logitech Mouse, Programmable",0,0,62,17,2,Technology,Accessories,30-10-2015,Puteaux,France,Central,Corporate,04-11-2015,5,Economy Plus,Ile-de-France
AZ-2013-9354071,Caitlin Schmidt,"Nokia Office Telephone, with Caller ID",0.15,16.65,111,-14,2,Technology,Phones,30-10-2015,Puteaux,France,Central,Corporate,04-11-2015,5,Economy Plus,Ile-de-France
AZ-2013-3198739,Jake Goodwin,"Sharp Personal Copier, Laser",0,0,360,22,3,Technology,Copiers,30-10-2015,Valencia,Spain,South,Home Office,04-11-2015,5,Economy,Valenciana
AZ-2013-3198739,Jake Goodwin,"Panasonic Receipt Printer, Durable",0.1,43.6,436,164,4,Technology,Machines,30-10-2015,Valencia,Spain,South,Home Office,04-11-2015,5,Economy,Valenciana
AZ-2013-8659278,Eve Spencer,"Belkin Mouse, Bluetooth",0,0,41,20,1,Technology,Accessories,31-10-2015,Augsburg,Germany,Central,Consumer,31-10-2015,0,Immediate,Bavaria
BN-2013-6314104,John Harris,"Cardinal Binder, Economy",0.5,20.5,41,-11,6,Office Supplies,Binders,31-10-2015,The Hague,Netherlands,Central,Corporate,07-11-2015,7,Economy,South Holland
AZ-2013-4915584,James Groom,"Avery Round Labels, 5000 Label Set",0,0,15,0,2,Office Supplies,Labels,01-11-2015,Calais,France,Central,Corporate,05-11-2015,4,Economy,Nord-Pas-de-Calais-Picardie
AZ-2013-796165,Charlotte Savage,"Kraft Peel and Seal, Recycled",0,0,58,3,3,Office Supplies,Envelopes,01-11-2015,Bilbao,Spain,South,Consumer,06-11-2015,5,Economy,Basque Country
BN-2013-3917752,Lisa Casey,"Breville Toaster, Red",0.5,76.5,153,-52,4,Office Supplies,Appliances,02-11-2015,Stockholm,Sweden,North,Corporate,04-11-2015,2,Priority,Stockholm
BN-2013-3917752,Lisa Casey,"Binney & Smith Canvas, Easy-Erase",0.5,38.5,77,-51,3,Office Supplies,Art,02-11-2015,Stockholm,Sweden,North,Corporate,04-11-2015,2,Priority,Stockholm
BN-2013-3917752,Lisa Casey,"Cardinal Binding Machine, Recycled",0.5,37.5,75,-44,3,Office Supplies,Binders,02-11-2015,Stockholm,Sweden,North,Corporate,04-11-2015,2,Priority,Stockholm
AZ-2013-686956,Sophie Watson,"GlobeWeis Peel and Seal, Recycled",0,0,61,29,3,Office Supplies,Envelopes,02-11-2015,Cholet,France,Central,Corporate,06-11-2015,4,Economy,Pays de la Loire
AZ-2013-6371048,Sophie Franklin,"Okidata Printer, Durable",0.15,68.55,457,102,2,Technology,Machines,02-11-2015,Nantes,France,Central,Corporate,06-11-2015,4,Economy Plus,Pays de la Loire
AZ-2013-61597,Ricky Cullen,"Ikea Stackable Bookrack, Traditional",0.1,55.2,552,165,5,Furniture,Bookcases,02-11-2015,Quimper,France,Central,Consumer,07-11-2015,5,Economy,Brittany
AZ-2013-6552361,Jamie Le Grand,"Dania 3-Shelf Cabinet, Traditional",0,0,990,475,7,Furniture,Bookcases,02-11-2015,Espoo,Finland,North,Home Office,07-11-2015,5,Economy,Uusimaa
AZ-2013-6552361,Jamie Le Grand,"Sauder Corner Shelving, Metal",0,0,294,85,2,Furniture,Bookcases,02-11-2015,Espoo,Finland,North,Home Office,07-11-2015,5,Economy,Uusimaa
AZ-2013-6552361,Jamie Le Grand,"Ibico Binder Covers, Clear",0,0,52,4,4,Office Supplies,Binders,02-11-2015,Espoo,Finland,North,Home Office,07-11-2015,5,Economy,Uusimaa
AZ-2013-6552361,Jamie Le Grand,"Eaton Memo Slips, Multicolor",0,0,30,5,2,Office Supplies,Paper,02-11-2015,Espoo,Finland,North,Home Office,07-11-2015,5,Economy,Uusimaa
AZ-2013-6552361,Jamie Le Grand,"Smead Box, Wire Frame",0,0,30,5,3,Office Supplies,Storage,02-11-2015,Espoo,Finland,North,Home Office,07-11-2015,5,Economy,Uusimaa
AZ-2013-5970660,Jasmine Slater,"Stiletto Shears, High Speed",0,0,48,4,1,Office Supplies,Supplies,02-11-2015,Darmstadt,Germany,Central,Corporate,07-11-2015,5,Economy Plus,Hesse
AZ-2013-5007894,Jacob Varley,"Green Bar Cards & Envelopes, 8.5 x 11",0,0,158,28,3,Office Supplies,Paper,02-11-2015,Magdeburg,Germany,Central,Corporate,07-11-2015,5,Economy,Saxony-Anhalt
AZ-2013-5007894,Jacob Varley,"Rogers Folders, Single Width",0.1,5.5,55,-1,2,Office Supplies,Storage,02-11-2015,Magdeburg,Germany,Central,Corporate,07-11-2015,5,Economy,Saxony-Anhalt
AZ-2013-6313494,James Casados,"BIC Pencil Sharpener, Easy-Erase",0,0,88,4,3,Office Supplies,Art,02-11-2015,Les Pavillons-sous-Bois,France,Central,Consumer,08-11-2015,6,Economy,Ile-de-France
AZ-2013-6313494,James Casados,"Sanford Pencil Sharpener, Water Color",0,0,87,10,3,Office Supplies,Art,02-11-2015,Les Pavillons-sous-Bois,France,Central,Consumer,08-11-2015,6,Economy,Ile-de-France
AZ-2013-7290380,Stella Hellyer,"Eldon Box, Single Width",0.2,5,25,3,3,Office Supplies,Storage,03-11-2015,Berlin,Germany,Central,Consumer,05-11-2015,2,Economy Plus,Berlin
BN-2013-9926490,Rhonda Ford,"Hoover Toaster, Red",0.5,62.5,125,-105,3,Office Supplies,Appliances,03-11-2015,Copenhagen,Denmark,North,Consumer,07-11-2015,4,Economy Plus,Hovedstaden
BN-2013-9926490,Rhonda Ford,"Tenex File Cart, Blue",0.5,200,400,-256,6,Office Supplies,Storage,03-11-2015,Copenhagen,Denmark,North,Consumer,07-11-2015,4,Economy Plus,Hovedstaden
AZ-2013-5999783,Elise Ali,"SanDisk Keyboard, Erganomic",0,0,159,21,2,Technology,Accessories,03-11-2015,Stuttgart,Germany,Central,Home Office,07-11-2015,4,Economy,Baden-W眉rttemberg
AZ-2013-9571579,Kyle Beard,"Wilson Jones 3-Hole Punch, Recycled",0,0,57,17,2,Office Supplies,Binders,03-11-2015,Dudley,United Kingdom,North,Consumer,10-11-2015,7,Economy,England
AZ-2013-9571579,Kyle Beard,"Jiffy Interoffice Envelope, Set of 50",0,0,232,23,5,Office Supplies,Envelopes,03-11-2015,Dudley,United Kingdom,North,Consumer,10-11-2015,7,Economy,England
AZ-2013-7691747,Amy Pritchard,"Hoover Microwave, Silver",0,0,1856,910,6,Office Supplies,Appliances,05-11-2015,Rome,Italy,South,Consumer,07-11-2015,2,Economy Plus,Lazio
AZ-2013-7691747,Amy Pritchard,"GlobeWeis Mailers, Set of 50",0,0,77,1,2,Office Supplies,Envelopes,05-11-2015,Rome,Italy,South,Consumer,07-11-2015,2,Economy Plus,Lazio
BN-2013-2606069,Maynard Moorman,"Nokia Headset, Full Size",0.1,33.5,335,-30,5,Technology,Phones,05-11-2015,Castelldefels,Spain,South,Consumer,07-11-2015,2,Priority,Catalonia
AZ-2013-6062232,Madeline Crooks,"Deflect-O Clock, Durable",0.5,23.5,47,-17,2,Furniture,Furnishings,05-11-2015,Dresden,Germany,Central,Consumer,10-11-2015,5,Economy,Saxony
AZ-2013-8159608,Kevin Madigan,"Hoover Coffee Grinder, Red",0,0,344,10,5,Office Supplies,Appliances,06-11-2015,Basildon,United Kingdom,North,Consumer,08-11-2015,2,Economy Plus,England
AZ-2013-8159608,Kevin Madigan,"BIC Pencil Sharpener, Easy-Erase",0,0,29,1,1,Office Supplies,Art,06-11-2015,Basildon,United Kingdom,North,Consumer,08-11-2015,2,Economy Plus,England
AZ-2013-8159608,Kevin Madigan,"Cardinal Binder, Recycled",0,0,14,3,1,Office Supplies,Binders,06-11-2015,Basildon,United Kingdom,North,Consumer,08-11-2015,2,Economy Plus,England
AZ-2013-8159608,Kevin Madigan,"Logitech Mouse, USB",0,0,206,27,7,Technology,Accessories,06-11-2015,Basildon,United Kingdom,North,Consumer,08-11-2015,2,Economy Plus,England
AZ-2013-7146719,Peggy Hua,"Office Star Executive Leather Armchair, Adjustable",0.1,126.9,1269,14,3,Furniture,Chairs,06-11-2015,Vichy,France,Central,Corporate,09-11-2015,3,Economy Plus,Auvergne-Rh么ne-Alpes
BN-2013-7226862,Daisy Summers,"Binney & Smith Sketch Pad, Water Color",0.5,62,124,-42,5,Office Supplies,Art,06-11-2015,Groningen,Netherlands,Central,Corporate,09-11-2015,3,Economy Plus,Groningen
AZ-2013-405028,Sophie Franklin,"Rogers Trays, Blue",0.2,49.4,247,31,5,Office Supplies,Storage,06-11-2015,Berlin,Germany,Central,Corporate,10-11-2015,4,Economy,Berlin
AZ-2013-8207350,Matthew Gill,"Novimex Rocking Chair, Set of Two",0,0,936,103,7,Furniture,Chairs,07-11-2015,Maidenhead,United Kingdom,North,Home Office,10-11-2015,3,Economy Plus,England
AZ-2013-8207350,Matthew Gill,"Xerox Parchment Paper, Recycled",0,0,40,18,3,Office Supplies,Paper,07-11-2015,Maidenhead,United Kingdom,North,Home Office,10-11-2015,3,Economy Plus,England
AZ-2013-8301856,Tristan Glassey,"Hewlett Ink, Color",0.1,67.6,676,30,5,Technology,Copiers,07-11-2015,London,United Kingdom,North,Consumer,10-11-2015,3,Priority,England
AZ-2013-4266706,Wanda Wingert,"Harbour Creations Bag Chairs, Adjustable",0,0,128,59,2,Furniture,Chairs,07-11-2015,Gateshead,United Kingdom,North,Consumer,11-11-2015,4,Economy,England
AZ-2013-4266706,Wanda Wingert,"Stockwell Clamps, Assorted Sizes",0,0,167,63,10,Office Supplies,Fasteners,07-11-2015,Gateshead,United Kingdom,North,Consumer,11-11-2015,4,Economy,England
AZ-2013-4266706,Wanda Wingert,"Canon Fax and Copier, Laser",0,0,383,180,2,Technology,Copiers,07-11-2015,Gateshead,United Kingdom,North,Consumer,11-11-2015,4,Economy,England
AZ-2013-8213331,Alice Currie,"Sanford Pencil Sharpener, Easy-Erase",0,0,108,54,4,Office Supplies,Art,07-11-2015,Le Havre,France,Central,Consumer,11-11-2015,4,Economy,Normandy
AZ-2013-8213331,Alice Currie,"Smead Round Labels, Adjustable",0,0,10,3,2,Office Supplies,Labels,07-11-2015,Le Havre,France,Central,Consumer,11-11-2015,4,Economy,Normandy
AZ-2013-8213331,Alice Currie,"Eldon Shelving, Blue",0.1,17.4,174,33,4,Office Supplies,Storage,07-11-2015,Le Havre,France,Central,Consumer,11-11-2015,4,Economy,Normandy
AZ-2013-4092169,Lucas Warren,"Avery Shipping Labels, Laser Printer Compatible",0,0,12,2,1,Office Supplies,Labels,07-11-2015,Cologne,Germany,Central,Consumer,11-11-2015,4,Economy,North Rhine-Westphalia
AZ-2013-4092169,Lucas Warren,"Okidata Inkjet, Durable",0,0,625,6,2,Technology,Machines,07-11-2015,Cologne,Germany,Central,Consumer,11-11-2015,4,Economy,North Rhine-Westphalia
AZ-2013-7322131,Charlie Power,"Wilson Jones Index Tab, Durable",0,0,16,0,2,Office Supplies,Binders,07-11-2015,Vienna,Austria,Central,Home Office,11-11-2015,4,Economy,Vienna
AZ-2013-7322131,Charlie Power,"Smead Folders, Blue",0,0,122,14,7,Office Supplies,Storage,07-11-2015,Vienna,Austria,Central,Home Office,11-11-2015,4,Economy,Vienna
AZ-2013-4134876,Harry Josephson,"Fellowes File Cart, Blue",0.1,61.8,618,206,5,Office Supplies,Storage,07-11-2015,Halle,Germany,Central,Consumer,13-11-2015,6,Economy,North Rhine-Westphalia
BN-2013-3803426,Tyson Jonathan,"Deflect-O Clock, Black",0.3,21,70,-27,2,Furniture,Furnishings,08-11-2015,Edinburgh,United Kingdom,North,Consumer,10-11-2015,2,Priority,Scotland
BN-2013-3803426,Tyson Jonathan,"Binney & Smith Pencil Sharpener, Water Color",0,0,81,37,3,Office Supplies,Art,08-11-2015,Edinburgh,United Kingdom,North,Consumer,10-11-2015,2,Priority,Scotland
AZ-2013-5696844,Isabelle Norton,"Tenex Light Bulb, Black",0,0,38,11,2,Furniture,Furnishings,08-11-2015,Salamanca,Spain,South,Consumer,12-11-2015,4,Economy,Castile and Le贸n
BN-2013-407737,Thomas McCallum,"BIC Pencil Sharpener, Blue",0.5,43.5,87,-16,6,Office Supplies,Art,08-11-2015,Amsterdam,Netherlands,Central,Consumer,13-11-2015,5,Economy,North Holland
BN-2013-407737,Thomas McCallum,"Samsung Office Telephone, with Caller ID",0.5,81.5,163,-88,5,Technology,Phones,08-11-2015,Amsterdam,Netherlands,Central,Consumer,13-11-2015,5,Economy,North Holland
BN-2013-3470282,Isaac David,"Stanley Pens, Water Color",0.5,16.5,33,-12,5,Office Supplies,Art,09-11-2015,The Hague,Netherlands,Central,Corporate,12-11-2015,3,Priority,South Holland
BN-2013-3470282,Isaac David,"Acco Hole Reinforcements, Recycled",0.5,7,14,0,4,Office Supplies,Binders,09-11-2015,The Hague,Netherlands,Central,Corporate,12-11-2015,3,Priority,South Holland
BN-2013-3470282,Isaac David,"Stiletto Letter Opener, Easy Grip",0.5,7.5,15,-9,1,Office Supplies,Supplies,09-11-2015,The Hague,Netherlands,Central,Corporate,12-11-2015,3,Priority,South Holland
BN-2013-1505908,Mohammed Fox,"Bush 3-Shelf Cabinet, Traditional",0.5,107.5,215,-120,3,Furniture,Bookcases,09-11-2015,Delft,Netherlands,Central,Consumer,13-11-2015,4,Economy,South Holland
BN-2013-1505908,Mohammed Fox,"Enermax Numeric Keypad, Bluetooth",0.5,71.5,143,-26,5,Technology,Accessories,09-11-2015,Delft,Netherlands,Central,Consumer,13-11-2015,4,Economy,South Holland
